item_id,expert_ai_verdict,expert_ai_confidence,expert_ai_notes,reviewer,evidence_layer,blind_at_decision
X175,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X176,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X177,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X178,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X179,pertenece_a_un_proceso,alta,Derrame e intoxicaciones de Quintero pertenecen al proceso territorial de contaminación.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X180,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X181,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X182,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X183,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X184,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X185,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X186,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X187,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X188,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X189,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X190,pertenece_a_un_proceso,media,La aprobación de Maratué probablemente integra una controversia inmobiliario-ambiental.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X191,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X192,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X193,pertenece_a_un_proceso,alta,La sanción a Copec por intoxicación masiva es parte de un procedimiento regulatorio continuado.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X194,indeterminado,baja,No se identifica en el título la demanda o proyecto que motiva la marcha diaguita.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X195,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X196,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X197,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X198,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X199,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X200,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X201,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X202,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X203,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X204,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X205,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X206,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X207,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X208,pertenece_a_un_proceso,media,La campaña Chao Carbón forma parte de la descarbonización y cierre de centrales AES.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X209,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X210,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X211,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X212,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X213,aislado_correcto,media,Noticia comunitaria/turística sin conflicto procesual explícito.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X214,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X215,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X216,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X217,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X218,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X219,pertenece_a_un_proceso,alta,El recurso de Millaray Huichalaf corresponde al conflicto hidroeléctrico Pilmaiquén/Río Bueno.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X220,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X221,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X222,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X223,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X224,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X225,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X226,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X227,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X228,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X229,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X230,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X231,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X232,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X233,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X234,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X235,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X236,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X237,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X238,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X239,indeterminado,baja,Denuncia general sobre glaciares sin proyecto o procedimiento identificable.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
